user_id,name,flight_id,seat,meal
user_4748,Name_70,FL498,Aisle,Vegetarian
user_5835,Name_81,FL552,Aisle,Vegan
user_4126,Name_91,FL419,Aisle,Vegetarian
user_5086,Name_82,FL621,Aisle,Vegan
user_4931,Name_76,FL626,Aisle,Vegetarian
user_3960,Name_63,FL519,Aisle,Vegan
user_4898,Name_74,FL639,Aisle,Vegan
user_5598,Name_74,FL707,Window,Vegan
user_5850,Name_72,FL477,Aisle,Vegetarian
user_3604,Name_82,FL469,Middle,Non-Vegetarian
user_5530,Name_86,FL424,Middle,Non-Vegetarian
user_4979,Name_78,FL673,Aisle,Vegan
user_6209,Name_73,FL525,Middle,Vegetarian
user_4154,Name_62,FL567,Middle,Vegetarian
user_5469,Name_85,FL744,Middle,Vegan
user_3812,Name_71,FL574,Window,Vegan
user_4275,Name_72,FL512,Middle,Vegan
user_4852,Name_81,FL488,Window,Vegetarian
user_4698,Name_87,FL426,Window,Vegetarian
user_4349,Name_72,FL551,Window,Non-Vegetarian
user_5678,Name_68,FL556,Window,Non-Vegetarian
user_3217,Name_76,FL498,Aisle,Non-Vegetarian
user_5086,Name_80,FL656,Aisle,Vegan
user_4885,Name_72,FL585,Middle,Vegan
user_6410,Name_73,FL525,Window,Non-Vegetarian
user_5625,Name_79,FL623,Window,Non-Vegetarian
user_6801,Name_80,FL522,Window,Vegetarian
user_4819,Name_90,FL533,Middle,Non-Vegetarian
user_3424,Name_78,FL517,Middle,Non-Vegetarian
user_6487,Name_79,FL450,Middle,Non-Vegetarian
user_4949,Name_63,FL501,Aisle,Non-Vegetarian
user_5568,Name_85,FL431,Aisle,Vegetarian
user_3552,Name_76,FL623,Window,Vegan
user_5734,Name_72,FL436,Window,Non-Vegetarian
user_5280,Name_74,FL549,Window,Vegan
user_4603,Name_73,FL349,Aisle,Non-Vegetarian
user_5265,Name_72,FL443,Aisle,Non-Vegetarian
user_4847,Name_84,FL649,Aisle,Vegetarian
user_3851,Name_80,FL452,Window,Non-Vegetarian
user_5329,Name_66,FL453,Middle,Vegetarian
user_5433,Name_80,FL610,Window,Vegetarian
user_3886,Name_93,FL375,Aisle,Vegetarian
user_6607,Name_78,FL579,Window,Non-Vegetarian
user_3655,Name_67,FL465,Window,Non-Vegetarian
user_5806,Name_71,FL488,Aisle,Vegan
user_4810,Name_74,FL652,Middle,Vegan
user_6326,Name_81,FL788,Aisle,Vegetarian
user_5565,Name_72,FL628,Middle,Non-Vegetarian
user_5100,Name_66,FL416,Middle,Vegan
user_4694,Name_83,FL695,Window,Vegan
user_5078,Name_79,FL529,Window,Vegetarian
user_5022,Name_67,FL437,Aisle,Vegan
user_5540,Name_65,FL443,Window,Vegetarian
user_4719,Name_89,FL557,Aisle,Non-Vegetarian
user_4012,Name_81,FL685,Aisle,Vegan
user_3742,Name_80,FL579,Middle,Vegan
user_4087,Name_84,FL530,Middle,Vegan
user_6612,Name_73,FL535,Middle,Vegan
user_4075,Name_81,FL406,Window,Vegan
user_5271,Name_80,FL510,Middle,Vegetarian
user_6247,Name_75,FL533,Window,Vegetarian
user_6159,Name_65,FL582,Middle,Non-Vegetarian
user_4858,Name_78,FL518,Window,Vegan
user_4665,Name_78,FL666,Window,Vegan
user_4554,Name_86,FL668,Window,Vegan
user_5838,Name_80,FL468,Aisle,Non-Vegetarian
user_4802,Name_73,FL585,Aisle,Vegan
user_6112,Name_56,FL717,Window,Non-Vegetarian
user_4993,Name_76,FL530,Middle,Non-Vegetarian
user_3652,Name_67,FL493,Middle,Vegan
user_3945,Name_81,FL583,Aisle,Vegan
user_6325,Name_84,FL444,Aisle,Vegan
user_3897,Name_80,FL758,Middle,Vegan
user_4610,Name_78,FL496,Middle,Vegetarian
user_3509,Name_80,FL699,Middle,Non-Vegetarian
user_6271,Name_78,FL694,Window,Non-Vegetarian
user_5996,Name_71,FL489,Aisle,Vegetarian
user_6336,Name_76,FL671,Aisle,Non-Vegetarian
user_4783,Name_84,FL413,Middle,Vegetarian
user_4494,Name_82,FL635,Window,Non-Vegetarian
user_5098,Name_74,FL562,Window,Vegan
user_5459,Name_74,FL382,Window,Non-Vegetarian
user_4110,Name_74,FL603,Aisle,Non-Vegetarian
user_3552,Name_73,FL610,Middle,Vegetarian
user_4315,Name_78,FL469,Window,Vegetarian
user_3713,Name_89,FL469,Window,Vegetarian
user_4750,Name_73,FL485,Window,Vegan
user_5726,Name_70,FL687,Window,Non-Vegetarian
user_4793,Name_75,FL556,Middle,Vegan
user_5573,Name_78,FL569,Aisle,Non-Vegetarian
user_6145,Name_83,FL414,Aisle,Vegetarian
user_5307,Name_70,FL610,Aisle,Vegan
user_5073,Name_77,FL683,Aisle,Vegetarian
user_6405,Name_78,FL626,Aisle,Vegan
user_5002,Name_68,FL544,Window,Non-Vegetarian
user_5670,Name_71,FL559,Middle,Vegetarian
user_3590,Name_54,FL398,Window,Vegetarian
user_5799,Name_80,FL535,Middle,Vegan
user_3292,Name_84,FL536,Window,Vegetarian
user_4780,Name_82,FL478,Middle,Vegetarian
user_4943,Name_85,FL481,Middle,Vegan
user_3657,Name_81,FL614,Aisle,Vegetarian
user_3951,Name_76,FL580,Aisle,Non-Vegetarian
user_4975,Name_65,FL436,Middle,Vegetarian
user_4556,Name_68,FL573,Window,Vegan
user_5392,Name_78,FL646,Middle,Vegan
user_4192,Name_76,FL385,Window,Non-Vegetarian
user_6093,Name_65,FL478,Aisle,Non-Vegetarian
user_4292,Name_82,FL429,Window,Non-Vegetarian
user_4468,Name_77,FL485,Middle,Non-Vegetarian
user_4884,Name_73,FL641,Window,Vegetarian
user_5453,Name_74,FL424,Aisle,Vegan
user_4940,Name_70,FL559,Aisle,Vegan
user_5182,Name_66,FL558,Window,Non-Vegetarian
user_2831,Name_81,FL379,Window,Non-Vegetarian
user_4057,Name_68,FL431,Window,Non-Vegetarian
user_4298,Name_67,FL581,Window,Non-Vegetarian
user_4250,Name_68,FL390,Middle,Non-Vegetarian
user_6229,Name_77,FL536,Window,Vegan
user_7115,Name_74,FL597,Middle,Vegetarian
user_3942,Name_80,FL468,Window,Non-Vegetarian
user_6191,Name_81,FL537,Middle,Vegetarian
user_4715,Name_67,FL406,Middle,Non-Vegetarian
user_4161,Name_77,FL597,Middle,Non-Vegetarian
user_6446,Name_81,FL487,Middle,Vegetarian
user_5251,Name_91,FL483,Window,Non-Vegetarian
user_6597,Name_71,FL582,Aisle,Vegetarian
user_5373,Name_80,FL338,Aisle,Vegan
user_6596,Name_77,FL380,Window,Vegan
user_4691,Name_62,FL722,Window,Non-Vegetarian
user_5078,Name_52,FL729,Window,Non-Vegetarian
user_4828,Name_76,FL520,Aisle,Vegan
user_3885,Name_70,FL535,Middle,Non-Vegetarian
user_3743,Name_61,FL459,Middle,Vegetarian
user_6414,Name_64,FL458,Aisle,Vegetarian
user_3781,Name_91,FL564,Window,Non-Vegetarian
user_4269,Name_69,FL478,Aisle,Vegetarian
user_6409,Name_55,FL435,Middle,Non-Vegetarian
user_4431,Name_85,FL571,Window,Vegetarian
user_4520,Name_78,FL370,Aisle,Vegetarian
user_4131,Name_68,FL543,Window,Vegetarian
user_4867,Name_67,FL489,Middle,Non-Vegetarian
user_5782,Name_64,FL462,Aisle,Vegetarian
user_3616,Name_68,FL619,Middle,Vegetarian
user_3674,Name_70,FL578,Middle,Vegan
user_2257,Name_73,FL253,Aisle,Vegetarian
user_3597,Name_74,FL403,Middle,Vegetarian
user_7393,Name_70,FL662,Window,Vegan
user_3835,Name_67,FL542,Aisle,Vegetarian
user_4708,Name_73,FL464,Middle,Vegan
user_5339,Name_78,FL376,Window,Vegan
user_5411,Name_68,FL416,Aisle,Non-Vegetarian
user_5461,Name_75,FL514,Aisle,Non-Vegetarian
user_3997,Name_77,FL474,Window,Non-Vegetarian
user_4317,Name_76,FL406,Aisle,Vegetarian
user_4797,Name_73,FL544,Middle,Vegetarian
user_5581,Name_62,FL474,Middle,Vegetarian
user_4200,Name_64,FL579,Middle,Vegetarian
user_5143,Name_82,FL574,Window,Non-Vegetarian
user_5400,Name_67,FL770,Aisle,Vegetarian
user_4421,Name_56,FL467,Window,Non-Vegetarian
user_4489,Name_70,FL545,Window,Vegetarian
user_4337,Name_82,FL473,Aisle,Vegan
user_4648,Name_66,FL626,Aisle,Non-Vegetarian
user_3581,Name_77,FL540,Aisle,Non-Vegetarian
user_4366,Name_66,FL608,Aisle,Vegetarian
user_5477,Name_69,FL684,Aisle,Vegetarian
user_5523,Name_71,FL493,Window,Vegetarian
user_5617,Name_79,FL702,Aisle,Non-Vegetarian
user_4637,Name_92,FL325,Middle,Vegan
user_5258,Name_83,FL558,Middle,Vegan
user_5426,Name_63,FL574,Aisle,Vegan
user_4453,Name_80,FL335,Window,Vegan
user_4777,Name_83,FL471,Middle,Non-Vegetarian
user_5981,Name_62,FL581,Aisle,Vegan
user_6050,Name_66,FL627,Window,Non-Vegetarian
user_6596,Name_58,FL615,Window,Vegan
user_5829,Name_94,FL681,Middle,Non-Vegetarian
user_4792,Name_62,FL474,Middle,Vegetarian
user_5904,Name_74,FL817,Middle,Vegetarian
user_3041,Name_76,FL410,Window,Vegan
user_4096,Name_82,FL446,Middle,Vegetarian
user_5140,Name_58,FL631,Middle,Non-Vegetarian
user_5246,Name_70,FL505,Window,Vegan
user_4848,Name_78,FL488,Window,Vegan
user_4066,Name_65,FL580,Aisle,Non-Vegetarian
user_4805,Name_70,FL473,Window,Non-Vegetarian
user_7706,Name_82,FL561,Middle,Vegetarian
user_5752,Name_67,FL433,Middle,Vegetarian
user_4014,Name_72,FL617,Window,Vegan
user_3698,Name_90,FL501,Middle,Vegan
user_6063,Name_77,FL529,Aisle,Non-Vegetarian
user_6267,Name_79,FL605,Aisle,Vegan
user_5060,Name_78,FL612,Aisle,Vegan
user_4432,Name_85,FL599,Window,Non-Vegetarian
user_4342,Name_70,FL568,Window,Vegetarian
user_4203,Name_59,FL452,Middle,Vegetarian
user_3327,Name_81,FL617,Window,Vegan
user_5792,Name_83,FL638,Aisle,Vegan
user_4951,Name_68,FL424,Middle,Vegetarian
user_5017,Name_57,FL612,Middle,Vegetarian
user_4081,Name_80,FL668,Aisle,Vegan
user_4804,Name_81,FL610,Aisle,Vegan
user_4087,Name_67,FL606,Window,Non-Vegetarian
user_3939,Name_89,FL396,Window,Vegan
user_5237,Name_76,FL332,Aisle,Vegetarian
user_6679,Name_69,FL735,Middle,Vegan
user_4568,Name_78,FL400,Aisle,Vegan
user_5256,Name_82,FL636,Aisle,Vegan
user_5207,Name_78,FL463,Window,Vegetarian
user_3845,Name_67,FL428,Window,Non-Vegetarian
user_5267,Name_56,FL468,Aisle,Vegetarian
user_4695,Name_82,FL635,Middle,Non-Vegetarian
user_6121,Name_62,FL459,Aisle,Vegetarian
user_6423,Name_75,FL490,Window,Non-Vegetarian
user_4761,Name_61,FL781,Middle,Vegetarian
user_5824,Name_74,FL414,Middle,Vegan
user_3781,Name_87,FL419,Window,Vegan
user_6284,Name_66,FL405,Aisle,Non-Vegetarian
user_6016,Name_78,FL391,Middle,Vegetarian
user_4871,Name_81,FL526,Aisle,Vegan
user_5772,Name_83,FL580,Window,Vegetarian
user_5579,Name_91,FL658,Window,Vegan
user_3328,Name_63,FL518,Aisle,Vegan
user_4267,Name_77,FL575,Middle,Non-Vegetarian
user_4480,Name_78,FL611,Window,Vegan
user_5271,Name_68,FL656,Middle,Vegan
user_5153,Name_74,FL561,Window,Non-Vegetarian
user_5323,Name_81,FL386,Middle,Vegan
user_5309,Name_78,FL735,Window,Non-Vegetarian
user_6400,Name_62,FL675,Middle,Vegetarian
user_4884,Name_81,FL550,Window,Vegetarian
user_5526,Name_74,FL684,Aisle,Non-Vegetarian
user_6485,Name_84,FL530,Middle,Non-Vegetarian
user_5002,Name_71,FL472,Middle,Non-Vegetarian
user_2698,Name_73,FL565,Middle,Vegan
user_4061,Name_77,FL560,Window,Vegetarian
user_5784,Name_83,FL556,Aisle,Vegetarian
user_4201,Name_58,FL712,Window,Vegetarian
user_3346,Name_78,FL482,Aisle,Vegetarian
user_4762,Name_68,FL714,Middle,Non-Vegetarian
user_3533,Name_64,FL363,Aisle,Vegan
user_4802,Name_61,FL553,Window,Non-Vegetarian
user_4543,Name_66,FL613,Middle,Vegetarian
user_4212,Name_78,FL496,Aisle,Vegetarian
user_4700,Name_68,FL735,Middle,Non-Vegetarian
user_4671,Name_69,FL570,Window,Vegan
user_5232,Name_59,FL452,Window,Non-Vegetarian
user_4293,Name_88,FL720,Aisle,Non-Vegetarian
user_4845,Name_59,FL648,Window,Non-Vegetarian
user_4605,Name_78,FL476,Aisle,Non-Vegetarian
user_4863,Name_72,FL552,Middle,Vegan
user_5868,Name_76,FL423,Aisle,Vegan
user_5260,Name_74,FL485,Middle,Vegan
user_3978,Name_78,FL487,Middle,Vegan
user_3568,Name_86,FL362,Aisle,Vegetarian
user_3813,Name_72,FL457,Aisle,Vegan
user_4582,Name_80,FL520,Window,Vegan
user_5015,Name_59,FL556,Window,Vegetarian
user_3162,Name_86,FL510,Window,Vegetarian
user_5235,Name_84,FL625,Aisle,Non-Vegetarian
user_5696,Name_79,FL514,Aisle,Vegetarian
user_5974,Name_72,FL471,Window,Vegan
user_4263,Name_65,FL624,Aisle,Vegan
user_4374,Name_62,FL535,Window,Non-Vegetarian
user_4497,Name_72,FL518,Aisle,Vegetarian
user_6296,Name_84,FL380,Middle,Non-Vegetarian
user_5090,Name_76,FL555,Middle,Vegetarian
user_7082,Name_68,FL770,Middle,Vegetarian
user_3319,Name_79,FL350,Aisle,Vegetarian
user_5046,Name_86,FL714,Window,Vegetarian
user_3545,Name_63,FL641,Aisle,Vegetarian
user_6012,Name_85,FL515,Middle,Vegan
user_5637,Name_68,FL484,Window,Vegan
user_4269,Name_88,FL398,Aisle,Non-Vegetarian
user_6332,Name_76,FL448,Middle,Vegan
user_6683,Name_79,FL491,Window,Vegan
user_4549,Name_85,FL618,Aisle,Vegetarian
user_5340,Name_61,FL488,Aisle,Non-Vegetarian
user_5080,Name_62,FL565,Aisle,Non-Vegetarian
user_6975,Name_85,FL577,Aisle,Non-Vegetarian
user_5106,Name_70,FL365,Middle,Non-Vegetarian
user_3491,Name_74,FL650,Middle,Vegetarian
user_4937,Name_66,FL493,Middle,Vegetarian
user_5768,Name_67,FL469,Middle,Vegan
user_5635,Name_68,FL649,Window,Vegan
user_4631,Name_71,FL542,Window,Non-Vegetarian
user_4757,Name_79,FL566,Window,Non-Vegetarian
user_2081,Name_64,FL397,Aisle,Non-Vegetarian
user_3723,Name_78,FL443,Aisle,Non-Vegetarian
user_4334,Name_69,FL445,Window,Vegetarian
user_3967,Name_64,FL546,Window,Vegan
user_6775,Name_75,FL524,Middle,Vegan
user_4695,Name_68,FL529,Middle,Non-Vegetarian
user_4717,Name_64,FL427,Window,Non-Vegetarian
user_5534,Name_76,FL659,Aisle,Non-Vegetarian
user_4673,Name_72,FL702,Middle,Vegetarian
user_4083,Name_67,FL485,Window,Vegan
user_4944,Name_74,FL660,Window,Vegetarian
user_3216,Name_74,FL543,Window,Vegetarian
user_7248,Name_78,FL645,Window,Vegan
user_5007,Name_61,FL683,Middle,Non-Vegetarian
user_5367,Name_67,FL513,Window,Vegan
user_4803,Name_79,FL431,Window,Vegetarian
user_6099,Name_71,FL534,Middle,Vegan
user_4744,Name_72,FL500,Middle,Non-Vegetarian
user_4973,Name_78,FL708,Middle,Vegetarian
user_5851,Name_74,FL496,Aisle,Non-Vegetarian
user_6331,Name_78,FL415,Window,Vegetarian
user_3159,Name_79,FL629,Aisle,Vegetarian
user_4483,Name_77,FL424,Aisle,Vegetarian
user_6722,Name_81,FL579,Middle,Vegetarian
user_4769,Name_71,FL585,Window,Non-Vegetarian
user_5982,Name_74,FL468,Middle,Non-Vegetarian
user_4888,Name_84,FL393,Middle,Non-Vegetarian
user_6905,Name_56,FL488,Window,Vegan
user_4475,Name_72,FL361,Window,Vegan
user_4892,Name_83,FL615,Aisle,Vegan
user_5074,Name_78,FL422,Aisle,Non-Vegetarian
user_5522,Name_87,FL737,Middle,Non-Vegetarian
user_6278,Name_79,FL452,Window,Vegan
user_6787,Name_56,FL737,Middle,Vegetarian
user_4958,Name_76,FL484,Aisle,Vegetarian
user_5695,Name_60,FL402,Aisle,Vegetarian
user_3355,Name_78,FL454,Aisle,Vegetarian
user_6246,Name_84,FL359,Middle,Vegetarian
user_4259,Name_78,FL334,Window,Vegetarian
user_5513,Name_80,FL639,Window,Vegetarian
user_4659,Name_63,FL542,Aisle,Vegetarian
user_6840,Name_77,FL464,Window,Vegan
user_5642,Name_74,FL666,Middle,Vegetarian
user_3748,Name_67,FL662,Aisle,Vegetarian
user_4775,Name_77,FL453,Aisle,Vegetarian
user_3878,Name_80,FL629,Aisle,Non-Vegetarian
user_4807,Name_77,FL499,Middle,Vegan
user_7256,Name_63,FL698,Window,Vegetarian
user_5797,Name_76,FL652,Aisle,Vegan
user_5275,Name_82,FL524,Window,Vegan
user_4319,Name_71,FL461,Middle,Non-Vegetarian
user_4094,Name_71,FL532,Window,Vegetarian
user_2337,Name_74,FL513,Aisle,Vegan
user_4793,Name_76,FL458,Window,Vegan
user_5335,Name_65,FL507,Middle,Non-Vegetarian
user_3823,Name_55,FL595,Window,Non-Vegetarian
user_5874,Name_81,FL668,Window,Non-Vegetarian
user_5047,Name_65,FL577,Window,Non-Vegetarian
user_4042,Name_68,FL373,Window,Vegan
user_2837,Name_81,FL674,Middle,Non-Vegetarian
user_5536,Name_78,FL465,Aisle,Vegetarian
user_3858,Name_85,FL545,Window,Non-Vegetarian
user_4886,Name_75,FL515,Aisle,Non-Vegetarian
user_4378,Name_84,FL359,Window,Vegetarian
user_7471,Name_75,FL447,Window,Vegetarian
user_6428,Name_69,FL614,Aisle,Vegetarian
user_5910,Name_62,FL617,Middle,Vegan
user_3929,Name_78,FL730,Aisle,Vegetarian
user_4755,Name_84,FL569,Middle,Vegetarian
user_4851,Name_82,FL469,Aisle,Non-Vegetarian
user_5907,Name_84,FL516,Window,Vegetarian
user_6653,Name_81,FL465,Middle,Vegan
user_5748,Name_76,FL597,Aisle,Non-Vegetarian
user_5070,Name_78,FL445,Window,Vegetarian
user_4683,Name_76,FL574,Middle,Non-Vegetarian
user_5222,Name_71,FL549,Window,Vegan
user_5478,Name_87,FL450,Middle,Vegetarian
user_5134,Name_83,FL595,Aisle,Vegetarian
user_5791,Name_80,FL628,Window,Vegan
user_6202,Name_61,FL569,Window,Vegetarian
user_4825,Name_70,FL631,Middle,Vegan
user_6043,Name_79,FL455,Window,Vegan
user_6467,Name_81,FL404,Aisle,Vegan
user_4696,Name_82,FL538,Window,Vegan
user_5076,Name_62,FL605,Window,Vegetarian
user_5074,Name_74,FL486,Middle,Non-Vegetarian
user_4520,Name_91,FL320,Window,Non-Vegetarian
user_6817,Name_84,FL444,Middle,Vegetarian
user_4469,Name_74,FL609,Middle,Vegan
user_4266,Name_81,FL508,Window,Vegetarian
user_3543,Name_58,FL416,Aisle,Non-Vegetarian
user_4588,Name_77,FL394,Middle,Vegan
user_3605,Name_77,FL634,Aisle,Non-Vegetarian
user_5811,Name_79,FL353,Aisle,Vegan
user_4258,Name_75,FL576,Aisle,Vegetarian
user_6640,Name_68,FL510,Window,Vegan
user_5916,Name_77,FL724,Window,Non-Vegetarian
user_5679,Name_60,FL489,Middle,Non-Vegetarian
user_5174,Name_74,FL717,Window,Vegetarian
user_7312,Name_68,FL568,Aisle,Vegetarian
user_4855,Name_65,FL596,Aisle,Non-Vegetarian
user_3706,Name_65,FL562,Window,Non-Vegetarian
user_4438,Name_77,FL426,Aisle,Non-Vegetarian
user_5868,Name_69,FL639,Window,Vegetarian
user_5027,Name_62,FL592,Aisle,Vegan
user_4870,Name_61,FL685,Aisle,Non-Vegetarian
user_4952,Name_63,FL514,Window,Vegetarian
user_3562,Name_80,FL472,Middle,Vegetarian
user_4456,Name_76,FL314,Middle,Non-Vegetarian
user_5816,Name_71,FL427,Window,Non-Vegetarian
user_6883,Name_85,FL490,Aisle,Vegetarian
user_6739,Name_76,FL597,Aisle,Vegan
user_3972,Name_75,FL475,Window,Vegan
user_3661,Name_83,FL511,Middle,Non-Vegetarian
user_3609,Name_84,FL430,Middle,Non-Vegetarian
user_5315,Name_75,FL387,Middle,Vegetarian
user_5479,Name_69,FL576,Middle,Vegetarian
user_3270,Name_68,FL432,Middle,Non-Vegetarian
user_4759,Name_63,FL372,Window,Non-Vegetarian
user_3545,Name_84,FL534,Middle,Non-Vegetarian
user_3688,Name_63,FL531,Middle,Non-Vegetarian
user_5110,Name_70,FL569,Window,Non-Vegetarian
user_4892,Name_75,FL451,Aisle,Vegan
user_6226,Name_75,FL645,Window,Vegetarian
user_5385,Name_66,FL632,Aisle,Vegetarian
user_6153,Name_67,FL537,Middle,Vegan
user_4281,Name_62,FL610,Aisle,Vegan
user_5491,Name_73,FL701,Middle,Vegetarian
user_4806,Name_76,FL508,Aisle,Vegetarian
user_3932,Name_79,FL452,Aisle,Non-Vegetarian
user_5146,Name_81,FL590,Middle,Non-Vegetarian
user_5280,Name_82,FL566,Window,Non-Vegetarian
user_2857,Name_93,FL455,Window,Vegetarian
user_4266,Name_82,FL482,Window,Vegan
user_4995,Name_66,FL614,Window,Non-Vegetarian
user_5076,Name_70,FL428,Aisle,Non-Vegetarian
user_4635,Name_69,FL565,Aisle,Vegetarian
user_4569,Name_84,FL569,Aisle,Vegetarian
user_4821,Name_79,FL595,Aisle,Vegetarian
user_4808,Name_79,FL540,Window,Vegan
user_3612,Name_50,FL435,Aisle,Non-Vegetarian
user_5984,Name_64,FL375,Middle,Vegetarian
user_6599,Name_68,FL461,Middle,Non-Vegetarian
user_3918,Name_67,FL545,Middle,Non-Vegetarian
user_4125,Name_72,FL617,Aisle,Non-Vegetarian
user_5042,Name_75,FL516,Aisle,Non-Vegetarian
user_4739,Name_78,FL531,Window,Vegetarian
user_5853,Name_56,FL616,Middle,Vegan
user_4942,Name_79,FL549,Window,Vegetarian
user_5544,Name_84,FL649,Window,Vegetarian
user_5013,Name_85,FL366,Window,Vegetarian
user_6076,Name_60,FL552,Window,Non-Vegetarian
user_4247,Name_75,FL318,Aisle,Vegetarian
user_5799,Name_76,FL419,Aisle,Vegan
user_5356,Name_82,FL457,Middle,Vegetarian
user_4678,Name_63,FL493,Window,Vegan
user_4800,Name_71,FL677,Window,Vegetarian
user_4729,Name_84,FL605,Window,Vegan
user_4612,Name_74,FL457,Aisle,Vegetarian
user_4297,Name_84,FL687,Middle,Vegan
user_3330,Name_72,FL481,Window,Non-Vegetarian
user_4627,Name_80,FL451,Aisle,Non-Vegetarian
user_5221,Name_81,FL809,Middle,Vegetarian
user_3671,Name_65,FL649,Middle,Non-Vegetarian
user_5491,Name_82,FL415,Middle,Non-Vegetarian
